val_0,padre_0,izq_0,val_1,padre_1,izq_1,val_2,padre_2,izq_2,val_3,padre_3,izq_3,val_4,padre_4,izq_4,val_5,padre_5,izq_5,val_6,padre_6,izq_6,val_buscar,busqueda,inorder_0,inorder_1,inorder_2,inorder_3,inorder_4,inorder_5,inorder_6
32,-1,-1,21,0,1,23,1,0,19,1,1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,19,21,23,32,-1,-1,-1
17,-1,-1,49,0,0,41,1,1,22,2,1,31,3,0,0,-1,-1,0,-1,-1,49,1,17,22,31,41,49,-1,-1
21,-1,-1,40,0,0,6,0,1,16,2,0,0,-1,-1,0,-1,-1,0,-1,-1,27,0,6,16,21,40,-1,-1,-1
6,-1,-1,9,0,0,17,1,0,33,2,0,13,2,1,0,-1,-1,0,-1,-1,30,0,6,9,13,17,33,-1,-1
30,-1,-1,41,0,0,26,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,26,30,41,-1,-1,-1,-1
18,-1,-1,35,0,0,20,1,1,33,2,0,22,3,1,15,0,1,9,5,1,33,1,9,15,18,20,22,33,35
16,-1,-1,15,0,1,7,1,1,10,2,0,47,0,0,25,4,1,0,-1,-1,36,0,7,10,15,16,25,47,-1
24,-1,-1,30,0,0,18,0,1,45,1,0,39,3,1,5,2,1,0,-1,-1,14,0,5,18,24,30,39,45,-1
41,-1,-1,11,0,1,38,1,0,13,2,1,4,1,1,23,3,0,0,-1,-1,33,0,4,11,13,23,38,41,-1
9,-1,-1,22,0,0,41,1,0,36,2,1,39,3,0,7,0,1,0,-1,-1,18,0,7,9,22,36,39,41,-1
5,-1,-1,43,0,0,21,1,1,13,2,1,7,3,1,27,2,0,0,-1,-1,35,0,5,7,13,21,27,43,-1
50,-1,-1,2,0,1,40,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,17,0,2,40,50,-1,-1,-1,-1
37,-1,-1,15,0,1,10,1,1,3,2,1,47,0,0,30,1,0,18,5,1,46,0,3,10,15,18,30,37,47
28,-1,-1,5,0,1,49,0,0,17,1,0,37,2,1,27,3,0,0,-1,-1,41,0,5,17,27,28,37,49,-1
9,-1,-1,38,0,0,6,0,1,42,1,0,43,3,0,0,-1,-1,0,-1,-1,4,0,6,9,38,42,43,-1,-1
46,-1,-1,24,0,1,33,1,0,35,2,0,0,-1,-1,0,-1,-1,0,-1,-1,29,0,24,33,35,46,-1,-1,-1
5,-1,-1,8,0,0,12,1,0,46,2,0,41,3,1,0,-1,-1,0,-1,-1,46,1,5,8,12,41,46,-1,-1
38,-1,-1,40,0,0,11,0,1,27,2,0,4,2,1,0,-1,-1,0,-1,-1,8,0,4,11,27,38,40,-1,-1
3,-1,-1,46,0,0,4,1,1,1,0,1,23,2,0,26,4,0,11,4,1,12,0,1,3,4,11,23,26,46
26,-1,-1,50,0,0,42,1,1,47,2,0,1,0,1,11,4,0,24,5,0,2,0,1,11,24,26,42,47,50
28,-1,-1,2,0,1,14,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,38,0,2,14,28,-1,-1,-1,-1
22,-1,-1,42,0,0,20,0,1,25,1,1,37,3,0,10,2,1,0,-1,-1,19,0,10,20,22,25,37,42,-1
10,-1,-1,47,0,0,37,1,1,23,2,1,1,0,1,45,2,0,26,3,0,38,0,1,10,23,26,37,45,47
28,-1,-1,46,0,0,27,0,1,12,2,1,23,3,0,43,1,1,45,5,0,8,0,12,23,27,28,43,45,46
46,-1,-1,17,0,1,37,1,0,35,2,1,11,1,1,49,0,0,33,3,1,38,0,11,17,33,35,37,46,49
20,-1,-1,46,0,0,23,1,1,7,0,1,47,1,0,9,3,0,2,3,1,7,1,2,7,9,20,23,46,47
6,-1,-1,36,0,0,37,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,10,0,6,36,37,-1,-1,-1,-1
20,-1,-1,45,0,0,26,1,1,9,0,1,18,3,0,33,2,0,42,5,0,22,0,9,18,20,26,33,42,45
24,-1,-1,2,0,1,4,1,0,42,0,0,36,3,1,13,2,0,0,-1,-1,46,0,2,4,13,24,36,42,-1
8,-1,-1,39,0,0,23,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,35,0,8,23,39,-1,-1,-1,-1
29,-1,-1,15,0,1,26,1,0,25,2,1,27,2,0,33,0,0,45,5,0,15,1,15,25,26,27,29,33,45
14,-1,-1,48,0,0,22,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,14,22,48,-1,-1,-1,-1
47,-1,-1,19,0,1,49,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,7,0,19,47,49,-1,-1,-1,-1
9,-1,-1,1,0,1,6,1,0,28,0,0,37,3,0,41,4,0,0,-1,-1,45,0,1,6,9,28,37,41,-1
26,-1,-1,19,0,1,18,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,30,0,18,19,26,-1,-1,-1,-1
1,-1,-1,26,0,0,6,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,50,0,1,6,26,-1,-1,-1,-1
38,-1,-1,9,0,1,18,1,0,6,1,1,26,2,0,0,-1,-1,0,-1,-1,43,0,6,9,18,26,38,-1,-1
14,-1,-1,29,0,0,16,1,1,11,0,1,31,1,0,33,4,0,0,-1,-1,38,0,11,14,16,29,31,33,-1
36,-1,-1,6,0,1,45,0,0,28,1,0,0,-1,-1,0,-1,-1,0,-1,-1,9,0,6,28,36,45,-1,-1,-1
48,-1,-1,26,0,1,39,1,0,32,2,1,0,-1,-1,0,-1,-1,0,-1,-1,35,0,26,32,39,48,-1,-1,-1
42,-1,-1,40,0,1,36,1,1,50,0,0,20,2,1,23,4,0,0,-1,-1,46,0,20,23,36,40,42,50,-1
46,-1,-1,36,0,1,17,1,1,32,2,0,38,1,0,0,-1,-1,0,-1,-1,27,0,17,32,36,38,46,-1,-1
21,-1,-1,15,0,1,8,1,1,5,2,1,35,0,0,19,1,0,47,4,0,10,0,5,8,15,19,21,35,47
4,-1,-1,20,0,0,2,0,1,43,1,0,48,3,0,28,3,1,16,1,1,20,1,2,4,16,20,28,43,48
4,-1,-1,39,0,0,17,1,1,29,2,0,0,-1,-1,0,-1,-1,0,-1,-1,22,0,4,17,29,39,-1,-1,-1
39,-1,-1,47,0,0,14,0,1,45,1,1,21,2,0,44,3,1,18,4,1,18,1,14,18,21,39,44,45,47
14,-1,-1,48,0,0,9,0,1,39,1,1,28,3,1,8,2,1,0,-1,-1,22,0,8,9,14,28,39,48,-1
47,-1,-1,49,0,0,16,0,1,4,2,1,2,3,1,7,3,0,0,-1,-1,13,0,2,4,7,16,47,49,-1
14,-1,-1,35,0,0,22,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,20,0,14,22,35,-1,-1,-1,-1
45,-1,-1,30,0,1,28,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,29,0,28,30,45,-1,-1,-1,-1
33,-1,-1,16,0,1,44,0,0,35,2,1,13,1,1,48,2,0,0,-1,-1,47,0,13,16,33,35,44,48,-1
30,-1,-1,49,0,0,24,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,3,0,24,30,49,-1,-1,-1,-1
45,-1,-1,34,0,1,4,1,1,35,1,0,11,2,0,44,3,0,9,4,1,37,0,4,9,11,34,35,44,45
16,-1,-1,36,0,0,3,0,1,31,1,1,27,3,1,23,4,1,0,-1,-1,10,0,3,16,23,27,31,36,-1
3,-1,-1,24,0,0,46,1,0,12,1,1,37,2,1,0,-1,-1,0,-1,-1,16,0,3,12,24,37,46,-1,-1
10,-1,-1,21,0,0,34,1,0,29,2,1,14,1,1,0,-1,-1,0,-1,-1,13,0,10,14,21,29,34,-1,-1
28,-1,-1,22,0,1,23,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,28,1,22,23,28,-1,-1,-1,-1
21,-1,-1,48,0,0,45,1,1,33,2,1,12,0,1,0,-1,-1,0,-1,-1,37,0,12,21,33,45,48,-1,-1
22,-1,-1,40,0,0,45,1,0,35,1,1,0,-1,-1,0,-1,-1,0,-1,-1,17,0,22,35,40,45,-1,-1,-1
26,-1,-1,50,0,0,11,0,1,46,1,1,8,2,1,44,3,1,0,-1,-1,33,0,8,11,26,44,46,50,-1
12,-1,-1,2,0,1,43,0,0,1,1,1,11,1,0,29,2,1,0,-1,-1,1,1,1,2,11,12,29,43,-1
30,-1,-1,36,0,0,7,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,41,0,7,30,36,-1,-1,-1,-1
28,-1,-1,14,0,1,43,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,44,0,14,28,43,-1,-1,-1,-1
17,-1,-1,30,0,0,21,1,1,48,1,0,6,0,1,40,3,1,0,-1,-1,44,0,6,17,21,30,40,48,-1
1,-1,-1,20,0,0,45,1,0,47,2,0,11,1,1,50,3,0,35,2,1,43,0,1,11,20,35,45,47,50
39,-1,-1,30,0,1,14,1,1,12,2,1,0,-1,-1,0,-1,-1,0,-1,-1,45,0,12,14,30,39,-1,-1,-1
23,-1,-1,34,0,0,44,1,0,49,2,0,4,0,1,27,1,1,0,-1,-1,10,0,4,23,27,34,44,49,-1
44,-1,-1,13,0,1,48,0,0,42,1,0,28,3,1,0,-1,-1,0,-1,-1,9,0,13,28,42,44,48,-1,-1
2,-1,-1,25,0,0,13,1,1,23,2,0,0,-1,-1,0,-1,-1,0,-1,-1,19,0,2,13,23,25,-1,-1,-1
1,-1,-1,21,0,0,35,1,0,41,2,0,0,-1,-1,0,-1,-1,0,-1,-1,14,0,1,21,35,41,-1,-1,-1
27,-1,-1,46,0,0,6,0,1,1,2,1,23,2,0,30,1,1,0,-1,-1,28,0,1,6,23,27,30,46,-1
44,-1,-1,37,0,1,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,44,1,1,37,44,-1,-1,-1,-1
48,-1,-1,17,0,1,25,1,0,5,1,1,0,-1,-1,0,-1,-1,0,-1,-1,26,0,5,17,25,48,-1,-1,-1
42,-1,-1,11,0,1,1,1,1,12,1,0,20,3,0,16,4,1,0,-1,-1,44,0,1,11,12,16,20,42,-1
39,-1,-1,24,0,1,38,1,0,47,0,0,49,3,0,0,-1,-1,0,-1,-1,15,0,24,38,39,47,49,-1,-1
29,-1,-1,26,0,1,36,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,3,0,26,29,36,-1,-1,-1,-1
3,-1,-1,15,0,0,7,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,8,0,3,7,15,-1,-1,-1,-1
3,-1,-1,35,0,0,9,1,1,36,1,0,28,2,0,0,-1,-1,0,-1,-1,35,1,3,9,28,35,36,-1,-1
42,-1,-1,25,0,1,24,1,1,46,0,0,22,2,1,28,1,0,0,-1,-1,22,1,22,24,25,28,42,46,-1
50,-1,-1,31,0,1,35,1,0,20,1,1,42,2,0,21,3,0,27,5,0,20,1,20,21,27,31,35,42,50
11,-1,-1,21,0,0,43,1,0,36,2,1,26,3,1,45,2,0,0,-1,-1,26,1,11,21,26,36,43,45,-1
3,-1,-1,4,0,0,2,0,1,43,1,0,49,3,0,18,3,1,0,-1,-1,24,0,2,3,4,18,43,49,-1
36,-1,-1,22,0,1,20,1,1,46,0,0,19,2,1,50,3,0,0,-1,-1,1,0,19,20,22,36,46,50,-1
40,-1,-1,11,0,1,7,1,1,37,1,0,47,0,0,0,-1,-1,0,-1,-1,39,0,7,11,37,40,47,-1,-1
21,-1,-1,7,0,1,41,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,41,1,7,21,41,-1,-1,-1,-1
12,-1,-1,31,0,0,13,1,1,9,0,1,0,-1,-1,0,-1,-1,0,-1,-1,34,0,9,12,13,31,-1,-1,-1
35,-1,-1,45,0,0,24,0,1,6,2,1,28,2,0,17,3,0,0,-1,-1,1,0,6,17,24,28,35,45,-1
4,-1,-1,14,0,0,18,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,45,0,4,14,18,-1,-1,-1,-1
46,-1,-1,33,0,1,13,1,1,23,2,0,35,1,0,15,3,1,0,-1,-1,24,0,13,15,23,33,35,46,-1
6,-1,-1,49,0,0,21,1,1,17,2,1,27,2,0,0,-1,-1,0,-1,-1,14,0,6,17,21,27,49,-1,-1
20,-1,-1,11,0,1,24,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,41,0,11,20,24,-1,-1,-1,-1
37,-1,-1,1,0,1,40,0,0,18,1,0,34,3,0,0,-1,-1,0,-1,-1,5,0,1,18,34,37,40,-1,-1
46,-1,-1,23,0,1,48,0,0,50,2,0,15,1,1,36,1,0,8,4,1,42,0,8,15,23,36,46,48,50
1,-1,-1,17,0,0,41,1,0,50,2,0,14,1,1,10,4,1,38,2,1,33,0,1,10,14,17,38,41,50
8,-1,-1,50,0,0,16,1,1,2,0,1,37,2,0,0,-1,-1,0,-1,-1,36,0,2,8,16,37,50,-1,-1
34,-1,-1,43,0,0,11,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,25,0,11,34,43,-1,-1,-1,-1
37,-1,-1,22,0,1,36,1,0,34,2,1,39,0,0,40,4,0,1,1,1,23,0,1,22,34,36,37,39,40
47,-1,-1,8,0,1,22,1,0,46,2,0,41,3,1,20,2,1,0,-1,-1,37,0,8,20,22,41,46,47,-1
20,-1,-1,25,0,0,12,0,1,49,1,0,38,3,1,27,4,1,34,5,0,35,0,12,20,25,27,34,38,49
11,-1,-1,24,0,0,23,1,1,21,2,1,22,3,0,31,1,0,8,0,1,50,0,8,11,21,22,23,24,31
45,-1,-1,24,0,1,28,1,0,26,2,1,10,1,1,0,-1,-1,0,-1,-1,16,0,10,24,26,28,45,-1,-1
26,-1,-1,39,0,0,14,0,1,27,1,1,35,3,0,0,-1,-1,0,-1,-1,46,0,14,26,27,35,39,-1,-1
50,-1,-1,23,0,1,30,1,0,18,1,1,41,2,0,17,3,1,0,-1,-1,10,0,17,18,23,30,41,50,-1
10,-1,-1,17,0,0,32,1,0,36,2,0,0,-1,-1,0,-1,-1,0,-1,-1,10,1,10,17,32,36,-1,-1,-1
38,-1,-1,14,0,1,24,1,0,20,2,1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,14,20,24,38,-1,-1,-1
24,-1,-1,26,0,0,5,0,1,39,1,0,21,2,0,0,-1,-1,0,-1,-1,39,1,5,21,24,26,39,-1,-1
8,-1,-1,22,0,0,13,1,1,34,1,0,45,3,0,1,0,1,20,2,0,39,0,1,8,13,20,22,34,45
43,-1,-1,20,0,1,18,1,1,15,2,1,47,0,0,38,1,0,2,3,1,50,0,2,15,18,20,38,43,47
39,-1,-1,4,0,1,31,1,0,50,0,0,12,2,1,14,4,0,0,-1,-1,1,0,4,12,14,31,39,50,-1
22,-1,-1,35,0,0,20,0,1,10,2,1,14,3,0,0,-1,-1,0,-1,-1,3,0,10,14,20,22,35,-1,-1
3,-1,-1,46,0,0,25,1,1,33,2,0,41,3,0,42,4,0,0,-1,-1,25,1,3,25,33,41,42,46,-1
21,-1,-1,27,0,0,4,0,1,47,1,0,18,2,0,0,-1,-1,0,-1,-1,25,0,4,18,21,27,47,-1,-1
39,-1,-1,46,0,0,26,0,1,48,1,0,0,-1,-1,0,-1,-1,0,-1,-1,44,0,26,39,46,48,-1,-1,-1
14,-1,-1,5,0,1,50,0,0,45,2,1,6,1,0,18,3,1,0,-1,-1,47,0,5,6,14,18,45,50,-1
37,-1,-1,26,0,1,28,1,0,2,1,1,0,-1,-1,0,-1,-1,0,-1,-1,38,0,2,26,28,37,-1,-1,-1
18,-1,-1,50,0,0,22,1,1,15,0,1,4,3,1,0,-1,-1,0,-1,-1,1,0,4,15,18,22,50,-1,-1
9,-1,-1,41,0,0,24,1,1,35,2,0,0,-1,-1,0,-1,-1,0,-1,-1,5,0,9,24,35,41,-1,-1,-1
28,-1,-1,23,0,1,30,0,0,29,2,1,20,1,1,35,2,0,0,-1,-1,42,0,20,23,28,29,30,35,-1
7,-1,-1,5,0,1,33,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,5,1,5,7,33,-1,-1,-1,-1
49,-1,-1,38,0,1,43,1,0,33,1,1,19,3,1,0,-1,-1,0,-1,-1,25,0,19,33,38,43,49,-1,-1
34,-1,-1,4,0,1,5,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,47,0,4,5,34,-1,-1,-1,-1
48,-1,-1,7,0,1,18,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,19,0,7,18,48,-1,-1,-1,-1
39,-1,-1,44,0,0,20,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,15,0,20,39,44,-1,-1,-1,-1
21,-1,-1,50,0,0,32,1,1,17,0,1,5,3,1,2,4,1,0,-1,-1,31,0,2,5,17,21,32,50,-1
47,-1,-1,10,0,1,9,1,1,32,1,0,43,3,0,0,-1,-1,0,-1,-1,26,0,9,10,32,43,47,-1,-1
29,-1,-1,17,0,1,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,16,0,1,17,29,-1,-1,-1,-1
20,-1,-1,36,0,0,6,0,1,5,2,1,12,2,0,0,-1,-1,0,-1,-1,50,0,5,6,12,20,36,-1,-1
42,-1,-1,4,0,1,2,1,1,47,0,0,40,1,0,3,2,0,45,3,1,41,0,2,3,4,40,42,45,47
17,-1,-1,5,0,1,19,0,0,18,2,1,8,1,0,0,-1,-1,0,-1,-1,11,0,5,8,17,18,19,-1,-1
39,-1,-1,5,0,1,1,1,1,38,1,0,40,0,0,0,-1,-1,0,-1,-1,14,0,1,5,38,39,40,-1,-1
29,-1,-1,11,0,1,16,1,0,48,0,0,28,2,0,47,3,1,4,1,1,32,0,4,11,16,28,29,47,48
30,-1,-1,16,0,1,34,0,0,41,2,0,49,3,0,32,2,1,36,3,1,13,0,16,30,32,34,36,41,49
2,-1,-1,48,0,0,34,1,1,8,2,1,42,2,0,46,4,0,0,-1,-1,26,0,2,8,34,42,46,48,-1
22,-1,-1,13,0,1,16,1,0,41,0,0,20,2,0,32,3,1,0,-1,-1,11,0,13,16,20,22,32,41,-1
20,-1,-1,8,0,1,18,1,0,35,0,0,0,-1,-1,0,-1,-1,0,-1,-1,19,0,8,18,20,35,-1,-1,-1
13,-1,-1,29,0,0,18,1,1,41,1,0,12,0,1,10,4,1,4,5,1,11,0,4,10,12,13,18,29,41
48,-1,-1,36,0,1,31,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,45,0,31,36,48,-1,-1,-1,-1
13,-1,-1,22,0,0,31,1,0,18,1,1,46,2,0,0,-1,-1,0,-1,-1,29,0,13,18,22,31,46,-1,-1
16,-1,-1,27,0,0,29,1,0,5,0,1,15,3,0,0,-1,-1,0,-1,-1,2,0,5,15,16,27,29,-1,-1
17,-1,-1,41,0,0,18,1,1,29,2,0,31,3,0,0,-1,-1,0,-1,-1,50,0,17,18,29,31,41,-1,-1
8,-1,-1,31,0,0,22,1,1,48,1,0,38,3,1,30,2,0,0,-1,-1,47,0,8,22,30,31,38,48,-1
49,-1,-1,32,0,1,46,1,0,26,1,1,0,-1,-1,0,-1,-1,0,-1,-1,38,0,26,32,46,49,-1,-1,-1
26,-1,-1,20,0,1,29,0,0,6,1,1,34,2,0,0,-1,-1,0,-1,-1,34,1,6,20,26,29,34,-1,-1
18,-1,-1,28,0,0,20,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,24,0,18,20,28,-1,-1,-1,-1
44,-1,-1,3,0,1,34,1,0,24,2,1,36,2,0,17,3,1,37,4,0,8,0,3,17,24,34,36,37,44
38,-1,-1,28,0,1,13,1,1,20,2,0,0,-1,-1,0,-1,-1,0,-1,-1,37,0,13,20,28,38,-1,-1,-1
1,-1,-1,37,0,0,6,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,18,0,1,6,37,-1,-1,-1,-1
25,-1,-1,4,0,1,13,1,0,45,0,0,38,3,1,12,2,1,42,4,0,41,0,4,12,13,25,38,42,45
49,-1,-1,3,0,1,15,1,0,24,2,0,0,-1,-1,0,-1,-1,0,-1,-1,24,1,3,15,24,49,-1,-1,-1
39,-1,-1,29,0,1,33,1,0,34,2,0,28,1,1,48,0,0,6,4,1,19,0,6,28,29,33,34,39,48
44,-1,-1,38,0,1,23,1,1,31,2,0,42,1,0,0,-1,-1,0,-1,-1,24,0,23,31,38,42,44,-1,-1
26,-1,-1,20,0,1,3,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,6,0,3,20,26,-1,-1,-1,-1
30,-1,-1,20,0,1,21,1,0,19,1,1,5,3,1,0,-1,-1,0,-1,-1,50,0,5,19,20,21,30,-1,-1
3,-1,-1,21,0,0,17,1,1,37,1,0,26,3,1,6,2,1,38,3,0,18,0,3,6,17,21,26,37,38
2,-1,-1,24,0,0,15,1,1,46,1,0,30,3,1,29,4,1,3,2,1,20,0,2,3,15,24,29,30,46
27,-1,-1,48,0,0,36,1,1,45,2,0,0,-1,-1,0,-1,-1,0,-1,-1,4,0,27,36,45,48,-1,-1,-1
6,-1,-1,11,0,0,22,1,0,49,2,0,0,-1,-1,0,-1,-1,0,-1,-1,19,0,6,11,22,49,-1,-1,-1
24,-1,-1,7,0,1,29,0,0,13,1,0,45,2,0,9,3,1,8,5,1,30,0,7,8,9,13,24,29,45
17,-1,-1,30,0,0,45,1,0,4,0,1,0,-1,-1,0,-1,-1,0,-1,-1,3,0,4,17,30,45,-1,-1,-1
40,-1,-1,32,0,1,13,1,1,33,1,0,36,3,0,0,-1,-1,0,-1,-1,35,0,13,32,33,36,40,-1,-1
43,-1,-1,48,0,0,37,0,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,4,0,37,43,48,-1,-1,-1,-1
20,-1,-1,36,0,0,10,0,1,42,1,0,0,-1,-1,0,-1,-1,0,-1,-1,45,0,10,20,36,42,-1,-1,-1
50,-1,-1,39,0,1,29,1,1,43,1,0,8,2,1,0,-1,-1,0,-1,-1,11,0,8,29,39,43,50,-1,-1
29,-1,-1,7,0,1,32,0,0,33,2,0,0,-1,-1,0,-1,-1,0,-1,-1,43,0,7,29,32,33,-1,-1,-1
31,-1,-1,1,0,1,42,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,8,0,1,31,42,-1,-1,-1,-1
35,-1,-1,6,0,1,16,1,0,19,2,0,44,0,0,39,4,1,23,3,0,23,1,6,16,19,23,35,39,44
14,-1,-1,29,0,0,45,1,0,31,2,1,26,1,1,42,3,0,0,-1,-1,46,0,14,26,29,31,42,45,-1
3,-1,-1,34,0,0,10,1,1,14,2,0,26,3,0,0,-1,-1,0,-1,-1,2,0,3,10,14,26,34,-1,-1
2,-1,-1,13,0,0,46,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,40,0,2,13,46,-1,-1,-1,-1
3,-1,-1,20,0,0,34,1,0,15,1,1,33,2,1,41,2,0,46,5,0,42,0,3,15,20,33,34,41,46
28,-1,-1,27,0,1,42,0,0,6,1,1,11,3,0,0,-1,-1,0,-1,-1,23,0,6,11,27,28,42,-1,-1
14,-1,-1,42,0,0,4,0,1,48,1,0,26,1,1,0,-1,-1,0,-1,-1,34,0,4,14,26,42,48,-1,-1
10,-1,-1,43,0,0,2,0,1,44,1,0,0,-1,-1,0,-1,-1,0,-1,-1,36,0,2,10,43,44,-1,-1,-1
30,-1,-1,49,0,0,34,1,1,6,0,1,31,2,1,0,-1,-1,0,-1,-1,36,0,6,30,31,34,49,-1,-1
12,-1,-1,31,0,0,37,1,0,19,1,1,21,3,0,0,-1,-1,0,-1,-1,34,0,12,19,21,31,37,-1,-1
41,-1,-1,37,0,1,38,1,0,46,0,0,11,1,1,3,4,1,0,-1,-1,42,0,3,11,37,38,41,46,-1
19,-1,-1,32,0,0,17,0,1,12,2,1,46,1,0,39,4,1,41,5,0,3,0,12,17,19,32,39,41,46
30,-1,-1,19,0,1,18,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,29,0,18,19,30,-1,-1,-1,-1
36,-1,-1,1,0,1,38,0,0,29,1,0,0,-1,-1,0,-1,-1,0,-1,-1,32,0,1,29,36,38,-1,-1,-1
20,-1,-1,13,0,1,50,0,0,1,1,1,0,-1,-1,0,-1,-1,0,-1,-1,46,0,1,13,20,50,-1,-1,-1
30,-1,-1,18,0,1,28,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,42,0,18,28,30,-1,-1,-1,-1
49,-1,-1,37,0,1,16,1,1,35,2,0,7,2,1,17,3,1,30,5,0,12,0,7,16,17,30,35,37,49
10,-1,-1,6,0,1,16,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,40,0,6,10,16,-1,-1,-1,-1
23,-1,-1,1,0,1,22,1,0,27,0,0,36,3,0,46,4,0,13,2,1,7,0,1,13,22,23,27,36,46
14,-1,-1,32,0,0,27,1,1,3,0,1,50,1,0,11,3,0,0,-1,-1,3,1,3,11,14,27,32,50,-1
28,-1,-1,2,0,1,36,0,0,4,1,0,34,2,1,32,4,1,42,2,0,29,0,2,4,28,32,34,36,42
21,-1,-1,43,0,0,22,1,1,41,2,0,32,3,1,9,0,1,0,-1,-1,14,0,9,21,22,32,41,43,-1
11,-1,-1,37,0,0,41,1,0,14,1,1,28,3,0,40,2,1,0,-1,-1,17,0,11,14,28,37,40,41,-1
16,-1,-1,15,0,1,22,0,0,27,2,0,21,2,1,49,3,0,31,5,1,30,0,15,16,21,22,27,31,49
10,-1,-1,31,0,0,9,0,1,29,1,1,0,-1,-1,0,-1,-1,0,-1,-1,13,0,9,10,29,31,-1,-1,-1
36,-1,-1,48,0,0,7,0,1,46,1,1,5,2,1,45,3,1,0,-1,-1,40,0,5,7,36,45,46,48,-1
5,-1,-1,48,0,0,6,1,1,38,2,0,27,3,1,0,-1,-1,0,-1,-1,42,0,5,6,27,38,48,-1,-1
30,-1,-1,23,0,1,7,1,1,10,2,0,28,1,0,36,0,0,0,-1,-1,41,0,7,10,23,28,30,36,-1
44,-1,-1,25,0,1,38,1,0,45,0,0,0,-1,-1,0,-1,-1,0,-1,-1,15,0,25,38,44,45,-1,-1,-1
12,-1,-1,1,0,1,32,0,0,25,2,1,19,3,1,4,1,0,0,-1,-1,23,0,1,4,12,19,25,32,-1
23,-1,-1,6,0,1,29,0,0,45,2,0,50,3,0,0,-1,-1,0,-1,-1,23,1,6,23,29,45,50,-1,-1
42,-1,-1,10,0,1,38,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,39,0,10,38,42,-1,-1,-1,-1
43,-1,-1,34,0,1,15,1,1,13,2,1,0,-1,-1,0,-1,-1,0,-1,-1,15,1,13,15,34,43,-1,-1,-1
36,-1,-1,19,0,1,3,1,1,39,0,0,0,-1,-1,0,-1,-1,0,-1,-1,6,0,3,19,36,39,-1,-1,-1
39,-1,-1,2,0,1,11,1,0,24,2,0,0,-1,-1,0,-1,-1,0,-1,-1,23,0,2,11,24,39,-1,-1,-1
29,-1,-1,46,0,0,33,1,1,14,0,1,0,-1,-1,0,-1,-1,0,-1,-1,10,0,14,29,33,46,-1,-1,-1
8,-1,-1,32,0,0,21,1,1,49,1,0,39,3,1,30,2,0,0,-1,-1,7,0,8,21,30,32,39,49,-1
14,-1,-1,40,0,0,37,1,1,27,2,1,43,1,0,9,0,1,28,3,0,50,0,9,14,27,28,37,40,43
46,-1,-1,24,0,1,22,1,1,18,2,1,45,1,0,20,3,0,29,4,1,42,0,18,20,22,24,29,45,46
